,Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Size,Color,Material,Warranty,Manufacturer,Rating,Shipping_Weight,Delivery_Time,Discount,Eco_Friendly,Shipping_Cost,Shipping_Company,Shipping_Type,Insurance,Return_Policy
1103,2023-01-21,21,January,2023,42,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,26,4,10,101,104,205,Extra Large,Black,Carbon Fiber,Lifetime,Manufacturer B,3,7.16,2,3,True,93.14,UPS,Same Day,,No Return
1108,2023-11-28,28,November,2023,41,Adults (35-64),M,Australia,South Australia,Accessories,Bottles and Cages,Road Bottle Cage,30,3,9,131,90,221,Small,Blue,Carbon Fiber,Lifetime,Manufacturer D,3,8.12,7,14,False,71.12,DHL,Next Day,Basic,60 Days
1119,2023-02-08,8,February,2023,37,Adults (35-64),F,Australia,South Australia,Accessories,Bottles and Cages,Road Bottle Cage,1,3,9,4,3,7,Large,Black,Plastic,2 Years,Manufacturer A,2,3.11,9,12,False,17.3,GLS,Standard,,7 Days
1129,2023-05-12,12,May,2023,35,Adults (35-64),M,Australia,South Australia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,11,10,21,Extra Large,White,Aluminum,2 Years,Manufacturer B,2,12.05,4,14,False,29.68,GLS,Same Day,Premium,30 Days
1130,2023-03-15,15,March,2023,37,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,18,4,10,70,72,142,Large,Black,Carbon Fiber,3 Years,Manufacturer A,2,1.35,6,2,False,73.72,UPS,Next Day,Basic,30 Days
1151,2023-07-16,16,July,2023,22,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,48,50,98,Large,Red,Aluminum,3 Years,Manufacturer C,2,12.87,6,21,True,84.52,GLS,Express,Premium,7 Days
1167,2023-07-29,29,July,2023,18,Youth (<25),F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,7,6,13,Small,White,Steel,Lifetime,Manufacturer D,5,11.18,1,1,True,53.21,Posti,Express,Basic,30 Days
1173,2023-01-18,18,January,2023,40,Adults (35-64),M,France,Yveline,Accessories,Bottles and Cages,Road Bottle Cage,28,3,9,108,84,192,Large,Green,Steel,3 Years,Manufacturer A,2,4.15,1,12,False,29.68,DHL,Express,,60 Days
1196,2023-04-24,24,April,2023,42,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,21,20,41,Medium,Blue,Steel,2 Years,Manufacturer B,2,5.63,4,28,True,97.48,Posti,Same Day,Basic,60 Days
1210,2023-07-09,9,July,2023,65,Seniors (64+),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,24,4,10,142,96,238,Small,Blue,Aluminum,3 Years,Manufacturer C,5,12.31,7,22,False,45.49,GLS,Express,Premium,60 Days
1226,2023-09-07,7,September,2023,29,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,62,42,104,Small,White,Steel,Lifetime,Manufacturer A,3,11.3,9,23,False,42.77,UPS,Express,,30 Days
1248,2023-07-02,2,July,2023,29,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,27,18,45,Large,Green,Plastic,2 Years,Manufacturer D,5,4.71,3,22,False,92.48,Posti,Next Day,,No Return
1284,2023-06-05,5,June,2023,55,Adults (35-64),F,Germany,Bayern,Accessories,Bottles and Cages,Mountain Bottle Cage,17,4,10,100,68,168,Small,White,Steel,2 Years,Manufacturer D,5,9.78,2,7,True,36.01,DHL,Next Day,Premium,60 Days
1286,2023-08-15,15,August,2023,55,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,4,3,9,23,12,35,Small,Black,Steel,Lifetime,Manufacturer B,3,1.17,7,6,False,13.35,UPS,Express,Basic,No Return
1291,2023-01-23,23,January,2023,55,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,13,3,9,73,39,112,Small,Black,Carbon Fiber,2 Years,Manufacturer A,4,14.37,8,29,True,17.61,DHL,Next Day,Basic,60 Days
1292,2023-02-22,22,February,2023,55,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,13,3,9,73,39,112,Extra Large,Green,Aluminum,1 Year,Manufacturer C,3,8.45,4,14,True,58.92,GLS,Next Day,Premium,60 Days
1298,2023-03-29,29,March,2023,55,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,22,3,9,124,66,190,Small,Black,Carbon Fiber,3 Years,Manufacturer B,4,12.0,8,23,True,65.46,UPS,Next Day,,60 Days
1306,2023-05-05,5,May,2023,55,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,12,3,9,68,36,104,Small,Blue,Carbon Fiber,2 Years,Manufacturer A,4,13.71,7,15,True,72.84,FedEx,Same Day,Basic,60 Days
1312,2023-10-17,17,October,2023,19,Youth (<25),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,25,3,9,114,75,189,Extra Large,Black,Carbon Fiber,Lifetime,Manufacturer D,2,7.27,5,17,True,57.02,GLS,Next Day,Basic,60 Days
1323,2023-05-29,29,May,2023,19,Youth (<25),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,30,3,9,137,90,227,Small,White,Plastic,2 Years,Manufacturer A,5,6.0,7,19,False,25.83,Posti,Next Day,Basic,No Return
1332,2023-08-07,7,August,2023,38,Adults (35-64),M,Germany,Saarland,Accessories,Bottles and Cages,Mountain Bottle Cage,4,4,10,17,16,33,Medium,Black,Plastic,2 Years,Manufacturer C,4,3.86,1,4,True,26.7,FedEx,Next Day,,7 Days
1334,2023-08-07,7,August,2023,38,Adults (35-64),M,Germany,Saarland,Accessories,Bottles and Cages,Mountain Bottle Cage,6,4,10,25,24,49,Small,Blue,Carbon Fiber,1 Year,Manufacturer C,4,3.19,8,28,True,97.61,Posti,Same Day,Basic,60 Days
1345,2023-02-03,3,February,2023,37,Adults (35-64),F,France,Essonne,Accessories,Bottles and Cages,Road Bottle Cage,2,3,9,11,6,17,Large,Red,Steel,Lifetime,Manufacturer A,4,14.82,7,17,True,45.42,UPS,Express,Basic,No Return
1376,2023-03-12,12,March,2023,45,Adults (35-64),M,France,Hauts de Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,45,34,79,Medium,Green,Plastic,1 Year,Manufacturer D,3,9.39,9,2,False,47.3,Posti,Next Day,Basic,30 Days
1384,2023-03-30,30,March,2023,45,Adults (35-64),M,Germany,Bayern,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,30,20,50,Small,Blue,Plastic,1 Year,Manufacturer B,5,1.25,4,0,True,67.39,Posti,Express,,7 Days
1395,2023-06-01,1,June,2023,46,Adults (35-64),F,France,Seine et Marne,Accessories,Bottles and Cages,Road Bottle Cage,12,3,9,53,36,89,Extra Large,Black,Steel,3 Years,Manufacturer A,3,13.39,8,14,False,83.74,UPS,Next Day,Premium,7 Days
1400,2023-12-31,31,December,2023,46,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,11,10,21,Large,White,Steel,Lifetime,Manufacturer B,3,6.96,6,18,True,20.87,DHL,Standard,Basic,30 Days
1404,2023-07-08,8,July,2023,23,Youth (<25),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,21,3,9,96,63,159,Medium,Red,Carbon Fiber,2 Years,Manufacturer B,1,10.72,6,20,True,68.06,UPS,Same Day,,30 Days
1414,2023-07-31,31,July,2023,23,Youth (<25),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,66,56,122,Small,Red,Steel,2 Years,Manufacturer C,1,2.46,9,26,True,55.46,FedEx,Same Day,Premium,60 Days
1426,2023-02-23,23,February,2023,23,Youth (<25),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,66,56,122,Small,Green,Aluminum,3 Years,Manufacturer D,4,13.91,5,23,True,5.47,FedEx,Same Day,Premium,No Return
1446,2023-08-10,10,August,2023,24,Youth (<25),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Road Bottle Cage,12,3,9,53,36,89,Medium,Black,Steel,2 Years,Manufacturer A,5,0.77,6,0,False,70.8,Posti,Same Day,,7 Days
1452,2023-10-14,14,October,2023,23,Youth (<25),F,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,26,3,9,154,78,232,Extra Large,White,Steel,2 Years,Manufacturer D,3,9.75,6,21,True,87.55,Posti,Standard,Basic,30 Days
1461,2023-01-11,11,January,2023,23,Youth (<25),F,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,7,3,9,41,21,62,Large,White,Carbon Fiber,1 Year,Manufacturer B,4,8.97,3,12,False,66.87,FedEx,Next Day,,No Return
1468,2023-05-23,23,May,2023,23,Youth (<25),F,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,16,3,9,95,48,143,Medium,Green,Carbon Fiber,2 Years,Manufacturer B,1,0.71,7,9,True,87.72,UPS,Same Day,Premium,No Return
1474,2023-07-21,21,July,2023,23,Youth (<25),F,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,20,3,9,118,60,178,Large,Black,Plastic,Lifetime,Manufacturer D,2,0.97,9,18,False,36.07,Posti,Express,,No Return
1480,2023-09-09,9,September,2023,31,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,44,30,74,Medium,Black,Plastic,2 Years,Manufacturer D,2,14.72,1,21,True,82.69,GLS,Next Day,,30 Days
1493,2023-12-10,10,December,2023,31,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,27,18,45,Medium,Blue,Steel,Lifetime,Manufacturer B,2,0.95,3,1,True,11.95,Posti,Express,Basic,7 Days
1497,2023-12-13,13,December,2023,31,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,86,58,144,Extra Large,Black,Steel,Lifetime,Manufacturer C,5,13.18,4,13,True,49.03,FedEx,Next Day,Basic,No Return
1518,2023-10-01,1,October,2023,30,Young Adults (25-34),F,France,Val d'Oise,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,29,30,59,Extra Large,Black,Plastic,Lifetime,Manufacturer D,4,2.31,9,21,False,28.13,DHL,Next Day,,30 Days
1521,2023-10-01,1,October,2023,30,Young Adults (25-34),F,France,Val d'Oise,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,51,52,103,Medium,Blue,Steel,Lifetime,Manufacturer C,5,14.49,8,4,True,93.77,Posti,Express,Basic,60 Days
1533,2023-12-14,14,December,2023,20,Youth (<25),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,34,24,58,Medium,Black,Steel,3 Years,Manufacturer B,3,7.93,2,2,True,30.9,UPS,Next Day,Basic,60 Days
1555,2023-04-17,17,April,2023,23,Youth (<25),M,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,20,3,9,113,60,173,Large,White,Plastic,2 Years,Manufacturer C,5,2.95,2,26,False,25.14,UPS,Express,,60 Days
1580,2023-08-18,18,August,2023,31,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,80,54,134,Large,Red,Plastic,2 Years,Manufacturer B,4,1.72,2,25,False,27.03,FedEx,Express,Premium,60 Days
1616,2023-04-01,1,April,2023,31,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,50,34,84,Medium,Blue,Steel,3 Years,Manufacturer A,4,2.11,5,8,True,99.44,FedEx,Express,,60 Days
1624,2023-07-12,12,July,2023,31,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,35,24,59,Large,Black,Carbon Fiber,3 Years,Manufacturer C,1,12.12,4,3,True,21.65,FedEx,Standard,Premium,7 Days
1647,2023-03-04,4,March,2023,28,Young Adults (25-34),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4,Medium,White,Plastic,Lifetime,Manufacturer D,4,3.57,8,12,False,83.48,Posti,Express,,7 Days
1660,2023-07-20,20,July,2023,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5,Large,Black,Carbon Fiber,Lifetime,Manufacturer C,2,1.94,3,14,True,62.06,UPS,Standard,,No Return
1665,2023-08-14,14,August,2023,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,32,22,54,Small,Black,Aluminum,2 Years,Manufacturer A,5,11.82,7,1,False,85.89,GLS,Next Day,,30 Days
1687,2023-12-30,30,December,2023,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5,Small,Green,Plastic,3 Years,Manufacturer A,3,2.88,8,19,True,51.27,UPS,Express,Premium,30 Days
1689,2023-03-16,16,March,2023,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,75,52,127,Medium,Red,Carbon Fiber,Lifetime,Manufacturer A,5,14.5,5,20,True,77.66,GLS,Same Day,,60 Days
1710,2023-09-05,5,September,2023,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,45,38,83,Large,Black,Steel,Lifetime,Manufacturer C,2,12.8,8,28,False,19.44,Posti,Same Day,,60 Days
1714,2023-09-07,7,September,2023,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4,Large,Red,Steel,2 Years,Manufacturer A,4,14.12,4,25,True,10.53,UPS,Standard,Premium,No Return
1728,2023-02-27,27,February,2023,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,26,22,48,Small,Red,Steel,1 Year,Manufacturer A,4,5.31,8,25,True,82.33,Posti,Next Day,,7 Days
1738,2023-06-23,23,June,2023,33,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,19,4,10,84,76,160,Extra Large,Black,Steel,1 Year,Manufacturer D,1,1.87,8,25,True,39.94,UPS,Express,,7 Days
1742,2023-11-14,14,November,2023,51,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,5,4,9,Small,Black,Aluminum,1 Year,Manufacturer C,3,11.72,9,6,True,78.08,DHL,Express,Premium,No Return
1792,2023-04-30,30,April,2023,36,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,22,3,9,100,66,166,Large,White,Plastic,Lifetime,Manufacturer A,1,11.97,9,19,True,53.66,GLS,Same Day,Premium,30 Days
1804,2023-08-24,24,August,2023,62,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,55,56,111,Extra Large,Black,Steel,2 Years,Manufacturer A,5,11.81,7,29,True,38.22,GLS,Same Day,Premium,60 Days
1813,2023-08-24,24,August,2023,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,18,4,10,106,72,178,Medium,Green,Steel,1 Year,Manufacturer D,3,12.47,2,2,False,6.99,UPS,Same Day,Basic,7 Days
1826,2023-04-19,19,April,2023,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,19,4,10,112,76,188,Extra Large,White,Aluminum,2 Years,Manufacturer C,5,4.82,3,17,True,8.99,Posti,Express,,No Return
1842,2023-10-23,23,October,2023,53,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5,Medium,Blue,Plastic,Lifetime,Manufacturer C,1,4.29,8,26,False,46.74,Posti,Standard,Premium,30 Days
1850,2023-12-14,14,December,2023,53,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,20,14,34,Medium,Black,Aluminum,Lifetime,Manufacturer C,2,5.74,8,6,False,32.16,Posti,Same Day,Basic,7 Days
1860,2023-06-11,11,June,2023,53,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,87,60,147,Medium,Red,Plastic,1 Year,Manufacturer A,3,3.25,3,7,True,78.76,Posti,Next Day,Basic,60 Days
1901,2023-03-22,22,March,2023,39,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,17,12,29,Large,Red,Plastic,1 Year,Manufacturer D,5,2.51,4,21,False,5.5,GLS,Standard,,30 Days
1928,2023-09-06,6,September,2023,41,Adults (35-64),F,Germany,Hamburg,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,42,32,74,Small,White,Plastic,1 Year,Manufacturer B,2,5.0,2,29,False,66.02,UPS,Standard,,No Return
1935,2023-04-19,19,April,2023,42,Adults (35-64),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Road Bottle Cage,28,3,9,123,84,207,Extra Large,Black,Carbon Fiber,2 Years,Manufacturer D,4,10.12,6,28,True,81.47,UPS,Standard,Basic,30 Days
1937,2023-04-19,19,April,2023,42,Adults (35-64),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Road Bottle Cage,27,3,9,118,81,199,Large,Black,Steel,3 Years,Manufacturer B,2,4.48,7,13,True,83.38,GLS,Express,Basic,7 Days
1967,2023-01-28,28,January,2023,36,Adults (35-64),M,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,63,54,117,Medium,Black,Plastic,3 Years,Manufacturer B,1,9.04,9,10,False,39.41,FedEx,Standard,,7 Days
1993,2023-09-10,10,September,2023,20,Youth (<25),M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,13,4,10,57,52,109,Large,Green,Aluminum,1 Year,Manufacturer C,4,2.61,6,4,True,17.86,UPS,Next Day,,60 Days
2006,2023-02-15,15,February,2023,20,Youth (<25),M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,21,4,10,92,84,176,Large,White,Carbon Fiber,Lifetime,Manufacturer D,1,2.91,5,12,False,47.73,GLS,Same Day,Basic,7 Days
2007,2023-02-15,15,February,2023,20,Youth (<25),M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,5,4,10,22,20,42,Small,Green,Aluminum,3 Years,Manufacturer D,1,6.29,4,1,True,78.79,Posti,Next Day,Premium,30 Days
2014,2023-01-21,21,January,2023,36,Adults (35-64),F,France,Garonne (Haute),Accessories,Bottles and Cages,Mountain Bottle Cage,8,4,10,43,32,75,Large,Blue,Plastic,3 Years,Manufacturer C,5,6.65,3,4,True,55.58,UPS,Standard,Basic,30 Days
2016,2023-07-12,12,July,2023,38,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,36,26,62,Extra Large,Black,Plastic,2 Years,Manufacturer C,1,7.18,3,20,True,38.0,FedEx,Standard,,30 Days
2020,2023-07-31,31,July,2023,38,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,56,40,96,Medium,White,Steel,2 Years,Manufacturer C,4,7.7,6,18,False,96.52,Posti,Next Day,Premium,No Return
2069,2023-10-30,30,October,2023,52,Adults (35-64),M,France,Hauts de Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,8,6,14,Small,Blue,Aluminum,2 Years,Manufacturer A,3,9.86,4,7,True,36.37,FedEx,Same Day,Basic,7 Days
2070,2023-10-13,13,October,2023,52,Adults (35-64),F,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,25,24,49,Large,White,Steel,1 Year,Manufacturer B,5,7.24,6,3,False,76.89,Posti,Express,,7 Days
2080,2023-06-28,28,June,2023,51,Adults (35-64),M,Germany,Hessen,Accessories,Bottles and Cages,Road Bottle Cage,28,3,9,150,84,234,Large,Black,Steel,2 Years,Manufacturer B,2,8.71,7,2,True,7.58,UPS,Standard,Premium,No Return
2093,2023-10-06,6,October,2023,43,Adults (35-64),F,France,Moselle,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,10,8,18,Extra Large,Blue,Aluminum,2 Years,Manufacturer D,5,5.54,4,19,False,54.72,UPS,Standard,,60 Days
2126,2023-03-20,20,March,2023,43,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,24,4,10,134,96,230,Small,Red,Carbon Fiber,1 Year,Manufacturer B,3,1.52,1,17,False,65.29,Posti,Next Day,,60 Days
2135,2023-07-15,15,July,2023,43,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10,6,4,10,Small,Green,Carbon Fiber,1 Year,Manufacturer A,1,14.25,3,23,False,89.57,DHL,Express,,No Return
2149,2023-05-24,24,May,2023,46,Adults (35-64),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,48,34,82,Large,Blue,Plastic,2 Years,Manufacturer B,4,5.01,4,16,True,83.68,FedEx,Same Day,Premium,No Return
2191,2023-12-09,9,December,2023,21,Youth (<25),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,8,3,9,36,24,60,Extra Large,Blue,Aluminum,2 Years,Manufacturer B,4,10.16,7,10,False,91.18,FedEx,Same Day,Basic,7 Days
2198,2023-02-13,13,February,2023,24,Youth (<25),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,59,60,119,Large,Green,Aluminum,1 Year,Manufacturer C,4,2.47,2,0,False,56.93,GLS,Next Day,Premium,No Return
2205,2023-03-18,18,March,2023,24,Youth (<25),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,12,12,24,Small,White,Aluminum,Lifetime,Manufacturer A,5,10.89,3,0,True,92.22,Posti,Next Day,Premium,7 Days
2227,2023-10-26,26,October,2023,24,Youth (<25),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,11,3,9,62,33,95,Small,Black,Steel,1 Year,Manufacturer B,1,14.32,5,13,False,61.84,DHL,Express,Premium,30 Days
2230,2023-12-29,29,December,2023,24,Youth (<25),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,25,3,9,141,75,216,Large,Green,Carbon Fiber,3 Years,Manufacturer A,5,6.22,7,6,False,75.6,GLS,Same Day,Basic,No Return
2258,2023-12-26,26,December,2023,27,Young Adults (25-34),M,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,50,48,98,Extra Large,Black,Carbon Fiber,3 Years,Manufacturer C,2,10.89,9,13,False,35.11,UPS,Next Day,Premium,30 Days
2291,2023-10-14,14,October,2023,29,Young Adults (25-34),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,25,18,43,Extra Large,Red,Plastic,3 Years,Manufacturer A,3,11.64,5,24,True,31.66,Posti,Standard,,60 Days
2295,2023-11-24,24,November,2023,29,Young Adults (25-34),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,70,50,120,Small,Green,Steel,1 Year,Manufacturer C,3,1.93,6,20,True,5.73,FedEx,Express,Basic,30 Days
